Year,Round,Team1,Score1,Seed1,Team2,Score2,Seed2
1985,1,St Johns,83,1,Southern,59,16
1985,1,VCU,81,2,Marshall,65,15
1985,1,NC State,65,3,Nevada,56,14
1985,1,UNLV,85,4,San Diego St,80,13
1985,1,Washington,58,5,Kentucky,65,12
1985,1,Tulsa,75,6,UTEP,79,11
1985,1,Alabama,50,7,Arizona,41,10
1985,1,Iowa,54,8,Arkansas,63,9
1985,1,Georgetown,68,1,Lehigh,43,16
1985,1,Georgia Tech,65,2,Mercer,58,15
1985,1,Illinois,76,3,Northeastern,57,14
1985,1,Loyola Illinois,59,4,Iona,58,13
1985,1,SMU,85,5,Old Dominion,68,12
1985,1,Georgia,67,6,Wichita St,59,11
1985,1,Syracuse,70,7,DePaul,65,10
1985,1,Temple,60,8,Virginia Tech,57,9
1985,1,Oklahoma,96,1,North Carolina A&T,83,16
1985,1,Memphis,67,2,Pennsylvania,55,15
1985,1,Duke,75,3,Pepperdine,62,14
1985,1,Ohio St,75,4,Iowa St,64,13
1985,1,Louisiana Tech,78,5,Pittsburgh,54,12
1985,1,Texas Tech,53,6,Boston College,55,11
1985,1,UAB,70,7,Michigan St,68,10
1985,1,USC,55,8,Illinois St,58,9
1985,1,Michigan,59,1,Fairleigh Dickinson,55,16
1985,1,North Carolina,76,2,Middle Tennessee St,57,15
1985,1,Kansas,49,3,Ohio,38,14
1985,1,LSU,55,4,Navy,78,13
1985,1,Maryland,69,5,Miami Ohio,68,12
1985,1,Purdue,58,6,Auburn,59,11
1985,1,Notre Dame,79,7,Oregon St,70,10
1985,1,Villanova,51,8,Dayton,49,9
1985,2,St Johns,68,1,Arkansas,65,9
1985,2,VCU,59,2,Alabama,63,7
1985,2,NC State,86,3,UTEP,73,11
1985,2,UNLV,61,4,Kentucky,64,12
1985,2,Georgetown,63,1,Temple,46,8
1985,2,Georgia Tech,70,2,Syracuse,53,7
1985,2,Illinois,74,3,Georgia,58,6
1985,2,Loyola Illinois,70,4,SMU,57,5
1985,2,Oklahoma,75,1,Illinois St,69,9
1985,2,Memphis,67,2,UAB,66,7
1985,2,Duke,73,3,Boston College,74,11
1985,2,Ohio St,67,4,Louisiana Tech,79,5
1985,2,Michigan,55,1,Villanova,59,8
1985,2,North Carolina,60,2,Notre Dame,58,7
1985,2,Kansas,64,3,Auburn,66,11
1985,2,Navy,59,13,Maryland,64,5
1985,3,St Johns,86,1,Kentucky,70,12
1985,3,Alabama,55,7,NC State,61,3
1985,3,Georgetown,65,1,Loyola Illinois,53,4
1985,3,Georgia Tech,61,2,Illinois,53,3
1985,3,Oklahoma,86,1,Louisiana Tech,84,5
1985,3,Memphis,59,2,Boston College,57,11
1985,3,Villanova,46,8,Maryland,43,5
1985,3,North Carolina,62,2,Auburn,56,11
1985,4,St Johns,69,1,NC State,60,3
1985,4,Georgetown,60,1,Georgia Tech,54,2
1985,4,Oklahoma,61,1,Memphis,63,2
1985,4,Villanova,56,8,North Carolina,44,2
1985,5,St Johns,59,1,Georgetown,77,1
1985,5,Memphis,45,2,Villanova,52,8
1985,6,Georgetown,64,1,Villanova,66,8
1986,1,Kentucky,75,1,Davidson,55,16
1986,1,Georgia Tech,68,2,Marist,53,15
1986,1,Memphis,95,3,Ball St,63,14
1986,1,Illinois,75,4,Fairfield,51,13
1986,1,Alabama,97,5,Xavier,80,12
1986,1,Purdue,87,6,LSU,94,11
1986,1,Virginia Tech,62,7,Villanova,71,10
1986,1,Western Kentucky,67,8,Nebraska,59,9
1986,1,St Johns,83,1,Montana St,74,16
1986,1,Louisville,93,2,Drexel,73,15
1986,1,North Carolina,84,3,Utah,72,14
1986,1,UNLV,74,4,Louisiana Monroe,51,13
1986,1,Maryland,69,5,Pepperdine,64,12
1986,1,UAB,66,6,Missouri,64,11
1986,1,Bradley,83,7,UTEP,65,10
1986,1,Auburn,73,8,Arizona,63,9
1986,1,Duke,85,1,Mississippi Valley St,78,16
1986,1,Syracuse,101,2,Brown,52,15
1986,1,Indiana,79,3,Cleveland St,83,14
1986,1,Oklahoma,80,4,Northeastern,74,13
1986,1,Virginia,68,5,DePaul,72,12
1986,1,St Josephs,60,6,Richmond,59,11
1986,1,Navy,87,7,Tulsa,68,10
1986,1,Old Dominion,72,8,West Virginia,64,9
1986,1,Kansas,71,1,North Carolina A&T,46,16
1986,1,Michigan,70,2,Akron,64,15
1986,1,Notre Dame,83,3,Arkansas Little Rock,90,14
1986,1,Georgetown,70,4,Texas Tech,64,13
1986,1,Michigan St,72,5,Washington,70,12
1986,1,NC State,66,6,Iowa,64,11
1986,1,Iowa St,81,7,Miami Ohio,79,10
1986,1,Jacksonville,50,8,Temple,61,9
1986,2,Kentucky,71,1,Western Kentucky,64,8
1986,2,Georgia Tech,66,2,Villanova,61,10
1986,2,Memphis,81,3,LSU,83,11
1986,2,Illinois,56,4,Alabama,58,5
1986,2,St Johns,65,1,Auburn,81,8
1986,2,Louisville,82,2,Bradley,68,7
1986,2,North Carolina,77,3,UAB,59,6
1986,2,UNLV,70,4,Maryland,64,5
1986,2,Duke,89,1,Old Dominion,61,8
1986,2,Syracuse,85,2,Navy,97,7
1986,2,Cleveland St,75,14,St Josephs,69,6
1986,2,Oklahoma,69,4,DePaul,74,12
1986,2,Kansas,65,1,Temple,43,9
1986,2,Michigan,69,2,Iowa St,72,7
1986,2,Arkansas Little Rock,66,14,NC State,80,6
1986,2,Georgetown,68,4,Michigan St,80,5
1986,3,Kentucky,68,1,Alabama,63,5
1986,3,Georgia Tech,64,2,LSU,70,11
1986,3,Auburn,70,8,UNLV,63,4
1986,3,Louisville,94,2,North Carolina,79,3
1986,3,Duke,74,1,DePaul,67,12
1986,3,Navy,71,7,Cleveland St,70,14
1986,3,Kansas,96,1,Michigan St,86,5
1986,3,Iowa St,66,7,NC State,70,6
1986,4,Kentucky,57,1,LSU,59,11
1986,4,Auburn,76,8,Louisville,84,2
1986,4,Duke,71,1,Navy,50,7
1986,4,Kansas,75,1,NC State,67,6
1986,5,LSU,77,11,Louisville,88,2
1986,5,Duke,71,1,Kansas,67,1
1986,6,Louisville,72,2,Duke,69,1
1987,1,UNLV,95,1,Idaho St,70,16
1987,1,Iowa,99,2,Santa Clara,76,15
1987,1,Pittsburgh,93,3,Marist,68,14
1987,1,UCLA,92,4,Central Michigan,73,13
1987,1,Virginia,60,5,Wyoming,64,12
1987,1,Oklahoma,74,6,Tulsa,69,11
1987,1,UTEP,98,7,Arizona,91,10
1987,1,Georgia,79,8,Kansas St,82,9
1987,1,Indiana,92,1,Fairfield,58,16
1987,1,Temple,75,2,Southern,56,15
1987,1,DePaul,76,3,Louisiana Tech,62,14
1987,1,Missouri,69,4,Xavier,70,13
1987,1,Duke,58,5,Texas A&M,51,12
1987,1,St Johns,57,6,Wichita St,55,11
1987,1,Georgia Tech,79,7,LSU,85,10
1987,1,Auburn,62,8,San Diego,61,9
1987,1,Georgetown,75,1,Bucknell,53,16
1987,1,Alabama,88,2,North Carolina A&T,71,15
1987,1,Illinois,67,3,Austin Peay,68,14
1987,1,Clemson,60,4,Southwest Missouri St,65,13
1987,1,Kansas,66,5,Houston,55,12
1987,1,Providence,90,6,UAB,68,11
1987,1,New Orleans,83,7,BYU,79,10
1987,1,Kentucky,77,8,Ohio St,91,9
1987,1,North Carolina,113,1,Pennsylvania,82,16
1987,1,Syracuse,79,2,Georgia Southern,73,15
1987,1,Purdue,104,3,Northeastern,95,14
1987,1,TCU,76,4,Marshall,60,13
1987,1,Notre Dame,84,5,Middle Tennessee St,71,12
1987,1,Florida,82,6,NC State,70,11
1987,1,West Virginia,62,7,Western Kentucky,64,10
1987,1,Navy,82,8,Michigan,97,9
1987,2,UNLV,80,1,Kansas St,61,9
1987,2,Iowa,84,2,UTEP,82,7
1987,2,Pittsburgh,93,3,Oklahoma,96,6
1987,2,UCLA,68,4,Wyoming,78,12
1987,2,Indiana,107,1,Auburn,90,8
1987,2,Temple,62,2,LSU,72,10
1987,2,DePaul,83,3,St Johns,75,6
1987,2,Xavier,60,13,Duke,65,5
1987,2,Georgetown,82,1,Ohio St,79,9
1987,2,Alabama,101,2,New Orleans,76,7
1987,2,Austin Peay,87,14,Providence,90,6
1987,2,Southwest Missouri St,63,13,Kansas,67,5
1987,2,North Carolina,109,1,Michigan,97,9
1987,2,Syracuse,104,2,Western Kentucky,86,10
1987,2,Purdue,66,3,Florida,85,6
1987,2,TCU,57,4,Notre Dame,58,5
1987,3,UNLV,92,1,Wyoming,78,12
1987,3,Iowa,93,2,Oklahoma,91,6
1987,3,Indiana,88,1,Duke,82,5
1987,3,LSU,63,10,DePaul,58,3
1987,3,Georgetown,70,1,Kansas,57,5
1987,3,Alabama,82,2,Providence,103,6
1987,3,North Carolina,74,1,Notre Dame,68,5
1987,3,Syracuse,87,2,Florida,81,6
1987,4,UNLV,84,1,Iowa,81,2
1987,4,Indiana,77,1,LSU,76,10
1987,4,Georgetown,73,1,Providence,88,6
1987,4,North Carolina,75,1,Syracuse,79,2
1987,5,UNLV,93,1,Indiana,97,1
1987,5,Providence,63,6,Syracuse,67,2
1987,6,Indiana,74,1,Syracuse,73,2
1988,1,Purdue,94,1,Fairleigh Dickinson,79,16
1988,1,Pittsburgh,108,2,Eastern Michigan,90,15
1988,1,NC State,75,3,Murray St,78,14
1988,1,Kansas St,66,4,La Salle,53,13
1988,1,DePaul,83,5,Wichita St,62,12
1988,1,Kansas,85,6,Xavier,72,11
1988,1,Vanderbilt,80,7,Utah St,77,10
1988,1,Baylor,60,8,Memphis,75,9
1988,1,Temple,87,1,Lehigh,73,16
1988,1,Duke,85,2,Boston University,69,15
1988,1,Syracuse,69,3,North Carolina A&T,55,14
1988,1,Indiana,69,4,Richmond,72,13
1988,1,Georgia Tech,90,5,Iowa St,78,12
1988,1,Missouri,80,6,Rhode Island,87,11
1988,1,SMU,83,7,Notre Dame,75,10
1988,1,Georgetown,66,8,LSU,63,9
1988,1,Arizona,90,1,Cornell,50,16
1988,1,North Carolina,83,2,North Texas St,65,15
1988,1,Michigan,63,3,Boise St,58,14
1988,1,UNLV,54,4,Southwest Missouri St,50,13
1988,1,Iowa,102,5,Florida St,98,12
1988,1,Florida,62,6,St Johns,59,11
1988,1,Wyoming,115,7,Loyola Marymount,119,10
1988,1,Seton Hall,80,8,UTEP,64,9
1988,1,Oklahoma,94,1,Chattanooga,66,16
1988,1,Kentucky,99,2,Southern,84,15
1988,1,Illinois,81,3,Texas San Antonio,72,14
1988,1,BYU,98,4,Charlotte,92,13
1988,1,Louisville,70,5,Oregon St,61,12
1988,1,Villanova,82,6,Arkansas,74,11
1988,1,Maryland,92,7,Santa Barbara,82,10
1988,1,Auburn,90,8,Bradley,86,9
1988,2,Purdue,100,1,Memphis,73,9
1988,2,Pittsburgh,74,2,Vanderbilt,80,7
1988,2,Murray St,58,14,Kansas,61,6
1988,2,Kansas St,66,4,DePaul,58,5
1988,2,Temple,74,1,Georgetown,53,8
1988,2,Duke,94,2,SMU,79,7
1988,2,Syracuse,94,3,Rhode Island,97,11
1988,2,Richmond,59,13,Georgia Tech,55,5
1988,2,Arizona,84,1,Seton Hall,55,8
1988,2,North Carolina,123,2,Loyola Marymount,97,10
1988,2,Michigan,108,3,Florida,85,6
1988,2,UNLV,85,4,Iowa,104,5
1988,2,Oklahoma,107,1,Auburn,87,8
1988,2,Kentucky,90,2,Maryland,81,7
1988,2,Illinois,63,3,Villanova,66,6
1988,2,BYU,76,4,Louisville,97,5
1988,3,Purdue,70,1,Kansas St,73,4
1988,3,Vanderbilt,64,7,Kansas,77,6
1988,3,Temple,69,1,Richmond,47,13
1988,3,Duke,73,2,Rhode Island,72,11
1988,3,Arizona,99,1,Iowa,79,5
1988,3,North Carolina,78,2,Michigan,69,3
1988,3,Oklahoma,108,1,Louisville,98,5
1988,3,Kentucky,74,2,Villanova,80,6
1988,4,Kansas St,58,4,Kansas,71,6
1988,4,Temple,53,1,Duke,63,2
1988,4,Arizona,70,1,North Carolina,52,2
1988,4,Oklahoma,78,1,Villanova,59,6
1988,5,Kansas,66,6,Duke,59,2
1988,5,Arizona,78,1,Oklahoma,86,1
1988,6,Kansas,83,6,Oklahoma,79,1
1989,1,Illinois,77,1,McNeese St,71,16
1989,1,Syracuse,104,2,Bucknell,81,15
1989,1,Missouri,85,3,Creighton,69,14
1989,1,Louisville,76,4,Arkansas Little Rock,71,13
1989,1,Arkansas,120,5,Loyola Marymount,101,12
1989,1,Georgia Tech,70,6,Texas,76,11
1989,1,Florida,46,7,Colorado St,68,10
1989,1,Pittsburgh,64,8,Ball St,68,9
1989,1,Oklahoma,72,1,East Tennessee St,71,16
1989,1,North Carolina,93,2,Southern,79,15
1989,1,Michigan,93,3,Xavier,87,14
1989,1,Florida St,83,4,Middle Tennessee St,97,13
1989,1,Virginia,100,5,Providence,97,12
1989,1,Alabama,84,6,South Alabama,86,11
1989,1,UCLA,84,7,Iowa St,74,10
1989,1,La Salle,74,8,Louisiana Tech,83,9
1989,1,Georgetown,50,1,Princeton,49,16
1989,1,Duke,90,2,South Carolina St,69,15
1989,1,Stanford,78,3,Siena,80,14
1989,1,Iowa,87,4,Rutgers,73,13
1989,1,NC State,81,5,South Carolina,66,12
1989,1,Kansas St,75,6,Minnesota,86,11
1989,1,West Virginia,84,7,Tennessee,68,10
1989,1,Vanderbilt,65,8,Notre Dame,81,9
1989,1,Arizona,94,1,Robert Morris,60,16
1989,1,Indiana,99,2,George Mason,85,15
1989,1,Seton Hall,60,3,Southwest Missouri St,51,14
1989,1,UNLV,68,4,Idaho,56,13
1989,1,Memphis,63,5,DePaul,66,12
1989,1,Oregon St,90,6,Evansville,94,11
1989,1,UTEP,85,7,LSU,74,10
1989,1,St Marys,70,8,Clemson,80,9
1989,2,Illinois,72,1,Ball St,60,9
1989,2,Syracuse,65,2,Colorado St,50,10
1989,2,Missouri,108,3,Texas,89,11
1989,2,Louisville,93,4,Arkansas,84,5
1989,2,Oklahoma,124,1,Louisiana Tech,81,9
1989,2,North Carolina,88,2,UCLA,81,7
1989,2,Michigan,91,3,South Alabama,82,11
1989,2,Middle Tennessee St,88,13,Virginia,104,5
1989,2,Georgetown,81,1,Notre Dame,74,9
1989,2,Duke,70,2,West Virginia,63,7
1989,2,Siena,67,14,Minnesota,80,11
1989,2,Iowa,96,4,NC State,102,5
1989,2,Arizona,94,1,Clemson,68,9
1989,2,Indiana,92,2,UTEP,69,7
1989,2,Seton Hall,87,3,Evansville,73,11
1989,2,UNLV,85,4,DePaul,70,12
1989,3,Illinois,83,1,Louisville,69,4
1989,3,Syracuse,83,2,Missouri,80,3
1989,3,Oklahoma,80,1,Virginia,86,5
1989,3,North Carolina,87,2,Michigan,92,3
1989,3,Georgetown,69,1,NC State,61,5
1989,3,Duke,87,2,Minnesota,70,11
1989,3,Arizona,67,1,UNLV,68,4
1989,3,Indiana,65,2,Seton Hall,78,3
1989,4,Illinois,89,1,Syracuse,86,2
1989,4,Virginia,65,5,Michigan,102,3
1989,4,Georgetown,77,1,Duke,85,2
1989,4,UNLV,61,4,Seton Hall,84,3
1989,5,Illinois,81,1,Michigan,83,3
1989,5,Duke,78,2,Seton Hall,95,3
1989,6,Michigan,80,3,Seton Hall,79,3
1990,1,Michigan St,75,1,Murray St,71,16
1990,1,Syracuse,70,2,Coppin St,48,15
1990,1,Missouri,71,3,Northern Iowa,74,14
1990,1,Georgia Tech,99,4,East Tennessee St,83,13
1990,1,LSU,70,5,Villanova,63,12
1990,1,Minnesota,64,6,UTEP,61,11
1990,1,Virginia,75,7,Notre Dame,67,10
1990,1,Houston,66,8,Santa Barbara,70,9
1990,1,UNLV,102,1,Arkansas Little Rock,72,16
1990,1,Arizona,79,2,South Florida,67,15
1990,1,Michigan,76,3,Illinois St,70,14
1990,1,Louisville,78,4,Idaho,59,13
1990,1,Oregon St,53,5,Ball St,54,12
1990,1,New Mexico St,92,6,Loyola Marymount,111,11
1990,1,Alabama,71,7,Colorado St,54,10
1990,1,Ohio St,84,8,Providence,83,9
1990,1,Connecticut,76,1,Boston University,52,16
1990,1,Kansas,79,2,Robert Morris,71,15
1990,1,Duke,81,3,Richmond,46,14
1990,1,La Salle,79,4,Southern Mississippi,63,13
1990,1,Clemson,49,5,BYU,47,12
1990,1,St Johns,81,6,Temple,65,11
1990,1,UCLA,68,7,UAB,56,10
1990,1,Indiana,63,8,California,65,9
1990,1,Oklahoma,77,1,Towson,68,16
1990,1,Purdue,75,2,Louisiana Monroe,63,15
1990,1,Georgetown,70,3,Texas Southern,52,14
1990,1,Arkansas,68,4,Princeton,64,13
1990,1,Illinois,86,5,Dayton,88,12
1990,1,Xavier,87,6,Kansas St,79,11
1990,1,Georgia,88,7,Texas,100,10
1990,1,North Carolina,83,8,Southwest Missouri St,70,9
1990,2,Michigan St,62,1,Santa Barbara,58,9
1990,2,Syracuse,63,2,Virginia,61,7
1990,2,Northern Iowa,78,14,Minnesota,81,6
1990,2,Georgia Tech,94,4,LSU,91,5
1990,2,UNLV,76,1,Ohio St,65,8
1990,2,Arizona,55,2,Alabama,77,7
1990,2,Michigan,115,3,Loyola Marymount,149,11
1990,2,Louisville,60,4,Ball St,62,12
1990,2,Connecticut,74,1,California,54,9
1990,2,Kansas,70,2,UCLA,71,7
1990,2,Duke,76,3,St Johns,72,6
1990,2,La Salle,75,4,Clemson,79,5
1990,2,Oklahoma,77,1,North Carolina,79,8
1990,2,Purdue,72,2,Texas,73,10
1990,2,Georgetown,71,3,Xavier,74,6
1990,2,Arkansas,86,4,Dayton,84,12
1990,3,Michigan St,80,1,Georgia Tech,81,4
1990,3,Syracuse,75,2,Minnesota,82,6
1990,3,UNLV,69,1,Ball St,67,12
1990,3,Alabama,60,7,Loyola Marymount,62,11
1990,3,Connecticut,71,1,Clemson,70,5
1990,3,UCLA,81,7,Duke,90,3
1990,3,North Carolina,73,8,Arkansas,96,4
1990,3,Texas,102,10,Xavier,89,6
1990,4,Georgia Tech,93,4,Minnesota,91,6
1990,4,UNLV,131,1,Loyola Marymount,101,11
1990,4,Connecticut,78,1,Duke,79,3
1990,4,Arkansas,88,4,Texas,85,10
1990,5,Georgia Tech,81,4,UNLV,90,1
1990,5,Duke,97,3,Arkansas,83,4
1990,6,UNLV,103,1,Duke,73,3
1991,1,UNLV,99,1,Montana,65,16
1991,1,Arizona,93,2,St Francis,80,15
1991,1,Seton Hall,71,3,Pepperdine,51,14
1991,1,Utah,82,4,South Alabama,72,13
1991,1,Michigan St,60,5,Wisconsin Green Bay,58,12
1991,1,New Mexico St,56,6,Creighton,64,11
1991,1,Virginia,48,7,BYU,61,10
1991,1,Georgetown,70,8,Vanderbilt,60,9
1991,1,Ohio St,97,1,Towson,86,16
1991,1,Duke,102,2,Louisiana Monroe,73,15
1991,1,Nebraska,84,3,Xavier,89,14
1991,1,St Johns,75,4,Northern Illinois,68,13
1991,1,Texas,73,5,St Peters,65,12
1991,1,LSU,62,6,Connecticut,79,11
1991,1,Iowa,76,7,East Tennessee St,73,10
1991,1,Georgia Tech,87,8,DePaul,70,9
1991,1,North Carolina,101,1,Northeastern,66,16
1991,1,Syracuse,69,2,Richmond,73,15
1991,1,Oklahoma St,67,3,New Mexico,54,14
1991,1,UCLA,69,4,Penn St,74,13
1991,1,Mississippi St,56,5,Eastern Michigan,76,12
1991,1,NC State,114,6,Southern Mississippi,85,11
1991,1,Purdue,63,7,Temple,80,10
1991,1,Princeton,48,8,Villanova,50,9
1991,1,Arkansas,117,1,Georgia St,76,16
1991,1,Indiana,79,2,Coastal Carolina,69,15
1991,1,Kansas,55,3,New Orleans,49,14
1991,1,Alabama,89,4,Murray St,79,13
1991,1,Wake Forest,71,5,Louisiana Tech,65,12
1991,1,Pittsburgh,76,6,Georgia,68,11
1991,1,Florida St,75,7,USC,72,10
1991,1,Arizona St,79,8,Rutgers,76,9
1991,2,UNLV,62,1,Georgetown,54,8
1991,2,Arizona,76,2,BYU,61,10
1991,2,Seton Hall,81,3,Creighton,69,11
1991,2,Utah,85,4,Michigan St,84,5
1991,2,Ohio St,65,1,Georgia Tech,61,8
1991,2,Duke,85,2,Iowa,70,7
1991,2,Xavier,50,14,Connecticut,66,11
1991,2,St Johns,84,4,Texas,76,5
1991,2,North Carolina,84,1,Villanova,69,9
1991,2,Richmond,64,15,Temple,77,10
1991,2,Oklahoma St,73,3,NC State,64,6
1991,2,Penn St,68,13,Eastern Michigan,71,12
1991,2,Arkansas,97,1,Arizona St,90,8
1991,2,Indiana,82,2,Florida St,60,7
1991,2,Kansas,77,3,Pittsburgh,66,6
1991,2,Alabama,96,4,Wake Forest,88,5
1991,3,UNLV,83,1,Utah,66,4
1991,3,Arizona,77,2,Seton Hall,81,3
1991,3,Ohio St,74,1,St Johns,91,4
1991,3,Duke,81,2,Connecticut,67,11
1991,3,North Carolina,93,1,Eastern Michigan,67,12
1991,3,Temple,72,10,Oklahoma St,63,3
1991,3,Arkansas,93,1,Alabama,70,4
1991,3,Indiana,65,2,Kansas,83,3
1991,4,UNLV,77,1,Seton Hall,65,3
1991,4,St Johns,61,4,Duke,78,2
1991,4,North Carolina,75,1,Temple,72,10
1991,4,Arkansas,81,1,Kansas,93,3
1991,5,UNLV,77,1,Duke,79,2
1991,5,North Carolina,73,1,Kansas,79,3
1991,6,Duke,72,2,Kansas,65,3
1992,1,Kansas,100,1,Howard,67,16
1992,1,USC,84,2,Louisiana Monroe,54,15
1992,1,Arkansas,80,3,Murray St,69,14
1992,1,Cincinnati,85,4,Delaware,47,13
1992,1,Michigan St,61,5,Southwest Missouri St,54,12
1992,1,Memphis,80,6,Pepperdine,70,11
1992,1,Georgia Tech,65,7,Houston,60,10
1992,1,Evansville,50,8,UTEP,55,9
1992,1,Ohio St,83,1,Mississippi Valley St,56,16
1992,1,Oklahoma St,100,2,Georgia Southern,73,15
1992,1,Arizona,80,3,East Tennessee St,87,14
1992,1,North Carolina,68,4,Miami Ohio,63,13
1992,1,Alabama,80,5,Stanford,75,12
1992,1,Michigan,73,6,Temple,66,11
1992,1,St Johns,57,7,Tulane,61,10
1992,1,Nebraska,65,8,Connecticut,86,9
1992,1,Duke,82,1,Campbell,56,16
1992,1,Kentucky,88,2,Old Dominion,69,15
1992,1,Massachusetts,85,3,Fordham,58,14
1992,1,Seton Hall,78,4,La Salle,76,13
1992,1,Missouri,89,5,West Virginia,78,12
1992,1,Syracuse,51,6,Princeton,43,11
1992,1,Charlotte,74,7,Iowa St,76,10
1992,1,Texas,92,8,Iowa,98,9
1992,1,UCLA,73,1,Robert Morris,53,16
1992,1,Indiana,94,2,Eastern Illinois,55,15
1992,1,Florida St,78,3,Montana,68,14
1992,1,Oklahoma,83,4,Louisiana Lafayette,87,13
1992,1,DePaul,73,5,New Mexico St,81,12
1992,1,Georgetown,75,6,South Florida,60,11
1992,1,LSU,94,7,BYU,83,10
1992,1,Louisville,81,8,Wake Forest,58,9
1992,2,Kansas,60,1,UTEP,66,9
1992,2,USC,78,2,Georgia Tech,79,7
1992,2,Arkansas,80,3,Memphis,82,6
1992,2,Cincinnati,77,4,Michigan St,65,5
1992,2,Ohio St,78,1,Connecticut,55,9
1992,2,Oklahoma St,87,2,Tulane,71,10
1992,2,East Tennessee St,90,14,Michigan,102,6
1992,2,North Carolina,64,4,Alabama,55,5
1992,2,Duke,75,1,Iowa,62,9
1992,2,Kentucky,106,2,Iowa St,98,10
1992,2,Massachusetts,77,3,Syracuse,71,6
1992,2,Seton Hall,88,4,Missouri,71,5
1992,2,UCLA,85,1,Louisville,69,8
1992,2,Indiana,89,2,LSU,79,7
1992,2,Florida St,78,3,Georgetown,68,6
1992,2,Louisiana Lafayette,73,13,New Mexico St,81,12
1992,3,UTEP,67,9,Cincinnati,69,4
1992,3,Georgia Tech,79,7,Memphis,83,6
1992,3,Ohio St,80,1,North Carolina,73,4
1992,3,Oklahoma St,72,2,Michigan,75,6
1992,3,Duke,81,1,Seton Hall,69,4
1992,3,Kentucky,87,2,Massachusetts,77,3
1992,3,UCLA,85,1,New Mexico St,78,12
1992,3,Indiana,85,2,Florida St,74,3
1992,4,Cincinnati,88,4,Memphis,57,6
1992,4,Ohio St,71,1,Michigan,75,6
1992,4,Duke,104,1,Kentucky,103,2
1992,4,UCLA,79,1,Indiana,106,2
1992,5,Cincinnati,72,4,Michigan,76,6
1992,5,Duke,81,1,Indiana,78,2
1992,6,Michigan,51,6,Duke,71,1
1993,1,Kentucky,96,1,Rider,52,16
1993,1,Seton Hall,81,2,Tennessee St,59,15
1993,1,Florida St,82,3,Evansville,70,14
1993,1,Iowa,82,4,Louisiana Monroe,69,13
1993,1,Wake Forest,81,5,Chattanooga,58,12
1993,1,Kansas St,53,6,Tulane,55,11
1993,1,Western Kentucky,55,7,Memphis,52,10
1993,1,Utah,86,8,Pittsburgh,85,9
1993,1,Michigan,84,1,Coastal Carolina,53,16
1993,1,Arizona,61,2,Santa Clara,64,15
1993,1,Vanderbilt,92,3,Boise St,72,14
1993,1,Georgia Tech,78,4,Southern,93,13
1993,1,New Mexico,68,5,George Washington,82,12
1993,1,Illinois,75,6,Long Beach St,72,11
1993,1,Temple,75,7,Missouri,61,10
1993,1,Iowa St,70,8,UCLA,81,9
1993,1,North Carolina,85,1,East Carolina,65,16
1993,1,Cincinnati,93,2,Coppin St,66,15
1993,1,Massachusetts,54,3,Pennsylvania,50,14
1993,1,Arkansas,94,4,Holy Cross,64,13
1993,1,St Johns,85,5,Texas Tech,67,12
1993,1,Virginia,78,6,Manhattan,66,11
1993,1,New Mexico St,93,7,Nebraska,79,10
1993,1,Rhode Island,74,8,Purdue,68,9
1993,1,Indiana,97,1,Wright St,54,16
1993,1,Kansas,94,2,Ball St,72,15
1993,1,Duke,105,3,Southern Illinois,70,14
1993,1,Louisville,76,4,Delaware,70,13
1993,1,Oklahoma St,74,5,Marquette,62,12
1993,1,California,66,6,LSU,64,11
1993,1,BYU,80,7,SMU,71,10
1993,1,New Orleans,55,8,Xavier,73,9
1993,2,Kentucky,83,1,Utah,62,8
1993,2,Seton Hall,68,2,Western Kentucky,72,7
1993,2,Florida St,94,3,Tulane,63,11
1993,2,Iowa,78,4,Wake Forest,84,5
1993,2,Michigan,86,1,UCLA,84,9
1993,2,Santa Clara,57,15,Temple,68,7
1993,2,Vanderbilt,85,3,Illinois,68,6
1993,2,Southern,80,13,George Washington,90,12
1993,2,North Carolina,112,1,Rhode Island,67,8
1993,2,Cincinnati,92,2,New Mexico St,55,7
1993,2,Massachusetts,56,3,Virginia,71,6
1993,2,Arkansas,80,4,St Johns,74,5
1993,2,Indiana,73,1,Xavier,70,9
1993,2,Kansas,90,2,BYU,76,7
1993,2,Duke,77,3,California,82,6
1993,2,Louisville,78,4,Oklahoma St,63,5
1993,3,Kentucky,103,1,Wake Forest,69,5
1993,3,Western Kentucky,78,7,Florida St,81,3
1993,3,Michigan,72,1,George Washington,64,12
1993,3,Temple,67,7,Vanderbilt,59,3
1993,3,North Carolina,80,1,Arkansas,74,4
